region_key,driver,unit,value,low,high,source_url,last_verified,basis,notes,status
nl-amsterdam,construction_cost_per_kw,USD per kW,10809,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Amsterdam' = US$10.8093/W. Conversion: 10.8093 x 1000 = 10809 USD per kW of IT load. (T&T lists Amsterdam and Paris at the identical value this edition.)",filled
de-frankfurt,construction_cost_per_kw,USD per kW,11597,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Frankfurt' = US$11.5975/W. Conversion: 11.5975 x 1000 = 11597 USD per kW of IT load.",filled
uk-slough,construction_cost_per_kw,USD per kW,12015,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. T&T labels this market 'London' = US$12.0150/W; Slough / the Slough Trading Estate is the core cluster of the London data centre market and is what the London market row covers, so the figure is taken across unadjusted (no arithmetic applied - label difference only, not a derivation). Conversion: 12.0150 x 1000 = 12015 USD per kW of IT load. T&T also lists Cardiff separately at US$11.7368/W, confirming London is the South East / Slough market.",filled
fr-paris,construction_cost_per_kw,USD per kW,10809,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Paris' = US$10.8093/W. Conversion: 10.8093 x 1000 = 10809 USD per kW of IT load.",filled
se-lulea,construction_cost_per_kw,USD per kW,12295,12289,12295,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,modeled,"Lulea is NOT a market in the Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition). Derivation, option (a) nearest covered market in the same construction-cost region: adopted T&T's 'Stockholm' row = US$12.2947/W x 1000 = 12295 USD per kW, unadjusted - same national labour, materials and regulatory market. low/high are the two bracketing covered Nordic markets, not a source disagreement: low = Helsinki US$12.2892/W (12289), high = Stockholm US$12.2947/W (12295); T&T also has Oslo at US$12.4143/W and Copenhagen at US$12.0239/W, so the whole Nordic band is 12024-12414 USD per kW. Caveat not quantified by any source: Lulea's remote northern location raises logistics and site-services cost but lowers land cost relative to Stockholm; no published Swedish sub-national construction cost index was found to size that offset.",filled
no-oslo,construction_cost_per_kw,USD per kW,12414,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Oslo' = US$12.4143/W. Conversion: 12.4143 x 1000 = 12414 USD per kW of IT load.",filled
sg-singapore,construction_cost_per_kw,USD per kW,14500,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/,2025,sourced,"Turner and Townsend Data Centre Construction Cost Index 2025, 52 markets, quoted in US dollars per watt. Multiply by 1000 to get dollars per kW. If your market is not in the table, use the nearest listed one and say which in Notes.",filled
jp-tokyo,construction_cost_per_kw,USD per kW,15200,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/,2025,sourced,"Turner and Townsend Data Centre Construction Cost Index 2025, 52 markets, quoted in US dollars per watt. Multiply by 1000 to get dollars per kW. If your market is not in the table, use the nearest listed one and say which in Notes.",filled
in-mumbai,construction_cost_per_kw,USD per kW,6640,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Mumbai' = US$6.6403/W - the second cheapest market in the index after Shanghai (US$6.1186/W). Conversion: 6.6403 x 1000 = 6640 USD per kW of IT load. Independently corroborated at US$6.64/W by Data Storage Asia's writeup of the same index (https://datastorageasia.com/turner-townsend-report-singapore-no-2-globally-in-data-centre-construction-cost/). Note this sits below the 8,000-16,000 band the brief cites for Singapore/Tokyo - that is a genuine T&T result, not an error.",filled
br-sao-paulo,construction_cost_per_kw,USD per kW,10747,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Sao Paulo' = US$10.7472/W. Conversion: 10.7472 x 1000 = 10747 USD per kW of IT load.",filled
mx-queretaro,construction_cost_per_kw,USD per kW,10399,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Queretaro IS covered by T&T (contrary to the initial assumption in the task brief) - market row 'Queretaro' = US$10.3991/W. Conversion: 10.3991 x 1000 = 10399 USD per kW of IT load. No modelling required.",filled
ca-toronto,construction_cost_per_kw,USD per kW,9388,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Toronto' = US$9.3877/W. Conversion: 9.3877 x 1000 = 9388 USD per kW of IT load.",filled
us-va-northern,tax_rate,"decimal, e.g. 0.021",0.0081,,,https://www.loudoun.gov/1911/Taxes-in-Loudoun-County,2025,modeled,"Loudoun County VA real property tax. Option (b) - computed from the county's own published levy rather than the Lincoln/MCFE 50-State study, because that study's Virginia city is Virginia Beach/Norfolk, not Loudoun. Page states: '2025 Real Property Tax Rate for Regular District 1: $0.805 per $100 in assessed value' and 'Real estate in Virginia is assessed at 100% of its fair market value.' Arithmetic: 0.805/100 x 1.00 assessment ratio = 0.00805, rounded 0.0081. Real property only. Data-center IT equipment is taxed SEPARATELY as business tangible personal property, not at this rate - Loudoun's published rate table (https://www.loudoun.gov/1922/Property-Tax-Rates) shows Personal Property General Class $4.15/$100 and Machinery and Tools $2.75/$100 applied to depreciated cost; I could not find a distinct line item labelled 'computer equipment' on that page, so no computer-equipment rate is asserted here. Parcels in special districts add Route 28 Highway Improvement $0.105/$100 and Dulles Rail Service Districts $0.20/$100.",filled
us-tx-dfw,tax_rate,"decimal, e.g. 0.021",0.0223,,,https://www.dallasecodev.org/614/Tax-Rate,2025,modeled,"Dallas / Dallas County TX. Sum of all overlapping jurisdictions for a typical industrial parcel inside the City of Dallas and Dallas County, per the City of Dallas Office of Economic Development tax rate page (tax year 2025), rates per $100 of valuation: City of Dallas 0.698800 + Dallas County 0.215500 + Dallas ISD 0.993835 + Dallas College 0.106575 + Parkland Hospital District 0.212000 = 2.226885 total (the page states 'the total combined local tax rate is $2.226885 per $100 in valuation'). Texas appraises at 100% of market value, so effective rate = 2.226885/100 = 0.0222689, rounded 0.0223. Parcels in other ISDs within Dallas County will differ.",filled
us-az-phoenix,tax_rate,"decimal, e.g. 0.021",0.022,,,https://www.maricopa.gov/DocumentCenter/View/109284/Tax-Levy-2025-PDF,2025,modeled,"Phoenix / Maricopa County AZ. Derived from the county's adopted Tax Levy and Rates document for tax year 2025 (FY2026), rates per $100 of NET ASSESSED value. Tax area used: City of Phoenix + Phoenix Elementary School District #1 + Phoenix Union High School District #210. County group: countywide primary 1.1591 + library 0.0462 + flood control 0.1428 + fire district assistance 0.0076 = 1.3557. Maricopa Community College: primary 1.0600 + bond 0.0228 = 1.0828. City of Phoenix: primary 1.2658 + bond debt 0.8141 = 2.0799. Phoenix Elem #1: 1.7603 + 0.5687 override + 0.3234 capital override + 1.1376 bond + 1.1966 desegregation = 4.9866. Phoenix Union HS #210: 1.7212 + 0.4429 + 0.2170 + 1.0963 + 0.7914 = 4.2688. TOTAL = 13.7738 per $100 NAV. Arizona Class 1 (commercial/industrial) assessment ratio for 2025 is 16% of full cash value per A.R.S. 42-15001 ('Sixteen percent beginning from and after December 31, 2024 through December 31, 2025') - https://www.azleg.gov/ars/42/15001.htm. Effective rate = 0.137738 x 0.16 = 0.02204, rounded 0.0220. Note the ratio steps down to 15.5% in 2026 and 15% from 2027. Phoenix Elementary #1 is a comparatively high-rate district; industrial parcels in other Phoenix elementary districts will produce a lower total.",filled
us-ga-atlanta,tax_rate,"decimal, e.g. 0.021",0.0164,,,https://www.fultoncountytaxes.org/media/Millage_Rates_Through_2025.pdf,2025,modeled,"Atlanta / Fulton County GA. Fulton County Tax Commissioner's published millage rate history table, 2025 row: City of Atlanta millage 31.870 mills (this column includes the Atlanta Public Schools levy) + Fulton County millage in City of Atlanta 9.039 mills = TOTAL 40.909 mills. Georgia assesses real property at 40% of fair market value. Arithmetic: 40.909/1000 x 0.40 = 0.0163636, rounded 0.0164. CAVEAT ON TRACEABILITY: the 40% assessment ratio is the standard Georgia statutory ratio (O.C.G.A. 48-5-7) but is NOT printed on the millage-rate PDF cited here; I was unable to open a separate page stating it before exhausting the web-search budget. The millage total itself is read directly off the cited document.",filled
us-oh-columbus,tax_rate,"decimal, e.g. 0.021",0.0262,,,https://treasurer.franklincountyohio.gov/files/assets/treasurer/v/2/documents/2025-property-tax-rates-for-2026.pdf,2025,modeled,"Columbus / Franklin County OH. Franklin County Treasurer '2025 property tax rates for 2026' rate sheet, taxing district 010 City of Columbus (Columbus City School District). Row: state 0.32 + special 4.30 + county 20.37 + township 0.00 + school 87.76 + village 3.14 = TOTAL (gross) RATE 115.89 mills; CLASS 2 (all other, i.e. commercial/industrial) REDUCTION FACTOR 0.352996; CLASS 2 EFFECTIVE RATE 74.981315 mills per $1,000 of assessed value (check: 115.89 x (1 - 0.352996) = 74.98). Ohio assesses real property at 35% of true (market) value. Arithmetic: 74.981315/1000 x 0.35 = 0.0262435, rounded 0.0262. No non-business credit or owner-occupancy credit applied - those do not benefit commercial/industrial property. CAVEAT: the 35% assessment ratio is the Ohio statutory ratio and is not itself printed on the cited rate sheet.",filled
us-il-chicago,tax_rate,"decimal, e.g. 0.021",0.0243,,,https://www.civicfed.org/node/4141,2022,sourced,"Chicago / Cook County IL. This is the Lincoln Institute / MCFE 50-State Property Tax Comparison Study INDUSTRIAL effective tax rate series for Chicago, as reported and quoted by the Civic Federation: Chicago industrial effective rate 2.43% for a $1 million industrial property, versus a 53-city average of 1.35%; commercial for comparison is 4.01%. Taxes paid in 2022. Used the study figure rather than a derived Cook County calculation because Cook's statutory class 5B 25% assessment level combined with the state equalization factor overstates the realised burden relative to true market value. The Lincoln study PDF itself (https://go.lincolninst.edu/50-state-prop-tax-comparison-for-2025.pdf) could not be opened - the go.lincolninst.edu redirect returns no content to the fetcher, and the industrial appendix (Tables 4a/4b) of the mirrored full study sits beyond the fetch truncation window - so this live secondary page that prints the study's number is cited instead.",filled
us-ut-salt-lake-city,tax_rate,"decimal, e.g. 0.021",0.0096,,,https://www.saltlakecounty.gov/globalassets/1-site-files/property-tax/home/entitytaxrates.pdf,2025,modeled,"Salt Lake City / Salt Lake County UT. Salt Lake County Auditor '2025 PROPERTY TAX RATES - TAXING ENTITY (DISTRICT) CERTIFIED PROPERTY TAX RATE'. Sum of the certified rates applying to a Salt Lake City parcel (rates are already expressed as a decimal of taxable value): Salt Lake City 0.003169 + Salt Lake City School District 0.002333 + SL County General Fund 0.000937 + State Basic School Levy (SLC) 0.001379 + SLC Mosquito Abatement 0.000137 + County Library 0.000425 + County Bond Interest & Sinking 0.000119 + County Capital Improvement 0.000047 + Clark Planetarium 0.000017 + County Flood Control 0.000036 + County Health 0.000087 + County Government Immunity 0.000010 + County Assessing & Collecting 0.000136 + Multi-County Assessing & Collecting 0.000014 + Central Utah Water Conservancy 0.000380 + Metropolitan Water District of SL & Sandy 0.000327 = 0.009553, rounded 0.0096. Utah taxes commercial/industrial real property on 100% of fair market value (the 45% residential exemption does not apply), so no assessment-ratio adjustment is needed.",filled
us-tx-san-antonio,tax_rate,"decimal, e.g. 0.021",0.0244,,,https://www.bexar.org/4032/2025-Official-Tax-Rates-Exemptions,2025,modeled,"San Antonio / Bexar County TX. Bexar County Tax Assessor-Collector '2025 Official Tax Rates & Exemptions', rates per $100 valuation, summed across all overlapping jurisdictions for a typical industrial parcel in the City of San Antonio / San Antonio ISD: Bexar County 0.276331 + City of San Antonio 0.541590 + San Antonio ISD 1.155200 + Alamo Community College District 0.149150 + Bexar County Hospital District (University Health) 0.276235 + San Antonio River Authority 0.018300 + County Road and Flood Control Fund 0.023668 = 2.440474 per $100. Texas appraises at 100% of market value, so effective rate = 2.440474/100 = 0.0244047, rounded 0.0244. Parcels in other ISDs (Northside, North East, Judson) within Bexar County will differ.",filled
us-or-portland,tax_rate,"decimal, e.g. 0.021",0.0117,,,https://www.oregon.gov/dor/programs/gov-research/Documents/FY%202024-25%20Oregon%20Property%20Tax%20Statistics%20Report%20150-303-405-Secured.pdf,2024,modeled,"Portland / Multnomah County OR. Oregon Department of Revenue, Oregon Property Tax Statistics FY 2024-25, Exhibit 6b 'Average Effective Tax Rates': Multnomah County M5 tax rate = $11.71 per $1,000 of Measure 5 value (real market value), i.e. 0.01171 of RMV, rounded 0.0117. The corresponding AV tax rate is $23.56 per $1,000 of assessed value; Exhibit 6a gives Multnomah total AV $102,625,272k against Measure 5 value $206,503,128k, an AV/RMV ratio of 0.497 - Oregon's Measure 50 assessed value is a frozen, growth-capped figure well below market, which is why the rate must be restated onto real market value to be comparable. MODELED because this is a county-wide average across ALL property classes, not an industrial-specific rate; Multnomah County is effectively coterminous with Portland. Measure 5 caps total non-education levies at $10 per $1,000 RMV and education at $5 per $1,000 RMV.",filled
us-ne-omaha,tax_rate,"decimal, e.g. 0.021",0.0203,,,https://revenue.nebraska.gov/sites/default/files/doc/pad/research/valuation/2025/PDF's/28Douglas_Tax%20Districts.pdf,2025,modeled,"Omaha / Douglas County NE. Nebraska Department of Revenue, Property Assessment Division, 'Consolidated Tax Districts and Rates' county report for Douglas County (28), tax year 2025. District 0100 (OM 1 H - City of Omaha / Omaha Public Schools, the principal Omaha consolidated district) total consolidated tax rate = 2.03386 per $100 of valuation. Nebraska assesses commercial and industrial real property at 100% of actual (market) value, so effective rate = 2.03386/100 = 0.0203386, rounded 0.0203. Other Omaha consolidated districts (different school districts, SIDs, fire districts) will differ. CAVEAT: the 100% assessment level is the Nebraska statutory standard for non-agricultural property and is not printed on the cited rate report.",filled
us-ia-des-moines,tax_rate,"decimal, e.g. 0.021",0.0414,,,https://www.legis.iowa.gov/docs/publications/FCTA/1377082.pdf,2024,modeled,"Des Moines / Polk County IA. Iowa Legislative Services Agency, 'City Consolidated Property Tax Rates' (Fiscal Conditions of the Taxing Authorities), FY2024: Polk County section, DES MOINES consolidated rate $45.97 per $1,000 of TAXABLE value. Iowa taxable value = assessed (market) value x the assessment limitation ('rollback'). Iowa Department of Revenue guidance on HF 2552 two-tier assessment limitations (https://revenue.iowa.gov/taxes/tax-guidance/property-tax/hf-2552-bptc-law-changes-and-implementation-two-tier-assessment-limitations) states commercial/industrial/railroad property receives the residential assessment limitation on the first $150,000 of value and 'the same ninety percent assessment limitation it has in the past' on value above $150,000, effective assessment year 2022. For a data-centre-scale parcel the first-$150,000 tier is immaterial, so the rollback is taken as 90%. Arithmetic: 45.97/1000 x 0.90 = 0.041373, rounded 0.0414. Iowa commercial/industrial effective rates are among the highest in the US, consistent with this magnitude.",filled
us-nv-reno,tax_rate,"decimal, e.g. 0.021",0.0128,,,https://www.washoecounty.gov/treas/files/2025-26%20Tax%20Rates%20Explained.pdf,2025,modeled,"Reno / Washoe County NV. Washoe County Treasurer 'Tax Rates for 2025/26', City of Reno district: county/school/state component 2.7002 + City of Reno general 0.9598 (debt 0.0000, redevelopment 0.0000) = TOTAL 3.6600 per $100 of ASSESSED value - this is Nevada's constitutional $3.64/$100 cap territory. Nevada assessed value is 35% of appraised/taxable value: Washoe County Assessor states 'Your taxes will be based on your total assessed value, which is 35% of your total appraised value' (https://www.washoecounty.gov/assessor/faq/PS_WhatIsTaxableValueOfProperty.php). Arithmetic: 3.66/100 x 0.35 = 0.01281, rounded 0.0128. Note Nevada's taxable value for improvements is replacement cost less 1.5%/yr depreciation (max 50 yrs) plus land market value, which for older buildings sits below market - so this is an upper bound on the rate as a fraction of true market value. Nevada's abatement caps (8% commercial) can further reduce the realised bill.",filled
ie-dublin,tax_rate,"decimal, e.g. 0.021",0.0155,0.0127,0.0183,https://www.dublincity.ie/business/doing-business-council/collection-property-rates,2025,modeled,"Dublin IE. THE TAX MEASURED IS COMMERCIAL RATES (local authority rates), not a value-based property tax. Dublin City Council page: 'Commercial rates are calculated by multiplying the Rateable Valuation of your property by a multiplier called the Annual Rate on Valuation (ARV)'; ARV for 2025 = 0.282, with worked example Rateable Valuation EUR 10,000 x 0.282 = EUR 2,820. Rateable Valuation in Ireland is the Net Annual Value, i.e. an estimate of annual open-market RENT, not capital value. Converting to an effective rate on CAPITAL value requires a yield assumption. ASSUMPTION: 5.5% net initial yield (capitalisation rate) for Dublin industrial/data-centre property, so capital value = annual rent / 0.055. Arithmetic: 0.282 x 0.055 = 0.01551, rounded 0.0155. Low/high bracket the yield at 4.5% (0.282 x 0.045 = 0.0127) and 6.5% (0.282 x 0.065 = 0.0183). A data centre in Fingal or South Dublin County Council territory would use that authority's ARV instead, which differs from Dublin City's.",filled
nl-amsterdam,tax_rate,"decimal, e.g. 0.021",,,,,,,"NOT FOUND. Target: OZB niet-woningen (eigenarenbelasting + gebruikersbelasting) as a percentage of WOZ-waarde for Gemeente Amsterdam. Searched/attempted: (1) https://www.amsterdam.nl/belastingen-heffingen/onroerendezaakbelasting/ - refused, disallowed by amsterdam.nl robots.txt; (2) https://www.amsterdam.nl/belastingen-heffingen/ and https://www.amsterdam.nl/belastingen-heffingen/tarieven-belastingen/ - same robots refusal; (3) https://belastingen.amsterdam.nl/ - DNS does not resolve; (4) COELO Atlas van de lokale lasten: https://www.coelo.nl/ then https://coelo.nl/atlas-lokale-lasten-2026/bijlagen-2026-en-databestanden/ then https://www.coelo.nl/online-atlas/bijlagen2026.php - all reached, but none prints per-municipality OZB niet-woningen rates in HTML; the data sits only in the spreadsheet https://www.coelo.nl/images/Gemeentelijke_belastingen_2026.xlsx, which the fetcher returns as unreadable binary; (5) CBS StatLine OData catalogue query https://opendata.cbs.nl/ODataCatalog/Tables?$filter=substringof('OZB',Title)&$format=json - returned an empty result set. Web-search budget for the session was exhausted before an alternative official Gemeenteblad / Verordening onroerendezaakbelastingen URL could be located, and no search engine was reachable (duckduckgo, mojeek, searx instances all blocked by robots). No value written rather than guess.",gap
de-frankfurt,tax_rate,"decimal, e.g. 0.021",,,,,,,"NOT FOUND. Target: Frankfurt am Main Grundsteuer B = Grundsteuerwert x Steuermesszahl x Hebesatz, on the post-2025-reform basis, with the Hebesatz published by the Stadt Frankfurt. Searched/attempted: (1) https://www.frankfurt.de/service-und-rathaus/verwaltung/aemter-und-institutionen/kassen-und-steueramt/steuern/grundsteuer and (2) https://www.frankfurt.de/themen/rathaus-und-service/steuern-und-abgaben/grundsteuer and (3) https://frankfurt.de/service-und-rathaus/verwaltung/aemter-und-institutionen/kassen-und-steueramt/steuern - frankfurt.de returns HTTP 403 to the fetcher on every path tried, including via the r.jina.ai text proxy; (4) https://www.frankfurt-main.ihk.de/service/recht_und_steuern/steuerrecht/hebesaetze - 404, and the IHK homepage exposes no Hebesatz page; (5) https://frankfurt-business.net/ and https://www.frankfurt-business.net/ - robots.txt unreachable; (6) https://finanzen.hessen.de/steuern/grundsteuer, https://finanzen.hessen.de/grundsteuer, https://www.hessen.de/handeln/finanzen/grundsteuer, https://grundsteuer.hessen.de/ - all 404 or DNS failure; (7) https://statistik.hessen.de/ and https://statistik.hessen.de/publikationen - reached, but no Realsteuervergleich / Hebesatz table exposed. ADDITIONAL SUBSTANTIVE CAVEAT for whoever completes this row: Hessen does NOT use the federal Bundesmodell. It uses the Flaechen-Faktor-Verfahren, in which the Grundsteuermessbetrag is derived from LAND AND BUILDING AREA (flat euro amounts per square metre) adjusted by a location Faktor, not from a market value. A Frankfurt effective rate expressed as a fraction of market value is therefore necessarily a model output requiring an assumed land area, building area and capital value, and cannot be read off any published rate.",gap
uk-slough,tax_rate,"decimal, e.g. 0.021",0.0264,0.0216,0.0312,https://www.gov.uk/calculate-your-business-rates,2026,modeled,"Slough UK. THE TAX MEASURED IS NON-DOMESTIC RATES (business rates), not a value-based property tax. Bill = rateable value x multiplier. GOV.UK gives the England multipliers for the 2026 to 2027 rating year: standard multiplier 48 pence in the pound (rateable value GBP 51,000 and above), small business multiplier 43.2 pence. A data centre exceeds GBP 51,000 RV, so the standard 0.48 multiplier applies. Slough Borough Council is a unitary billing authority applying the national multiplier. Rateable value is an estimate of ANNUAL RENTAL value - GOV.UK: 'its open market rental value on 1 April 2024, based on an estimate by the Valuation Office' (the 2026 rating list). Converting to an effective rate on CAPITAL value therefore requires a yield assumption. ASSUMPTION: 5.5% net initial yield for Thames Valley / Slough Trading Estate industrial and data-centre property, i.e. capital value = annual rent / 0.055. Arithmetic: 0.48 x 0.055 = 0.0264. Low/high bracket the yield at 4.5% (0.48 x 0.045 = 0.0216) and 6.5% (0.48 x 0.065 = 0.0312). Transitional relief and any empty-property or improvement relief are ignored. Same yield assumption used for row 39 (Dublin) so the two annual-value regimes are treated consistently.",filled
fr-paris,tax_rate,"decimal, e.g. 0.021",,,,,,,"NOT FOUND. Target: Paris taxe fonciere sur les proprietes baties (taux communal, applied to 50% of the valeur locative cadastrale) plus CFE taux. Searched/attempted: (1) paris.fr - https://www.paris.fr/pages/les-taux-des-impots-locaux-a-paris-2025, https://www.paris.fr/pages/impots-et-taxes-2477, https://www.paris.fr/pages/impots-et-taxes-locales, https://www.paris.fr/pages/les-impots-locaux-2025 all returned 404, and the paris.fr homepage exposes no fiscal page in its rendered navigation; (2) https://opendata.paris.fr/api/explore/v2.1/catalog/datasets - disallowed by robots.txt; https://opendata.paris.fr/explore/?q=taux+imposition and https://opendata.paris.fr/pages/catalogue/ reached but render no dataset list to the fetcher; (3) https://www.data.gouv.fr/api/1/datasets/?q=taux+taxe+fonciere+communes - zero results; a second query returned only 'Deliberations de fiscalite directe locale des communes (HORS TAUX)' datasets, which by their own title exclude rates; (4) https://data.economie.gouv.fr (host of the DGFiP REI export endpoints) - disallowed by robots.txt; (5) https://www.collectivites-locales.gouv.fr/rei - 404. Web-search budget exhausted and no search engine reachable. Note for completion: the derivation also needs the ratio of valeur locative cadastrale to market rent/capital value, which is a separate modelling step - Paris VLCs are based on 1970 notional rents and sit far below market, so the effective rate on capital value will be materially lower than the headline taux.",gap
se-lulea,tax_rate,"decimal, e.g. 0.021",0.005,,,https://www.skatteverket.se/,2026,sourced,"0.5 percent national, zero municipal.",filled
no-oslo,tax_rate,"decimal, e.g. 0.021",0.0037,,,https://www.oslo.kommune.no/,2026,sourced,0.37 percent.,filled
sg-singapore,tax_rate,"decimal, e.g. 0.021",0.1,,,https://www.iras.gov.sg/,2026,sourced,"10 percent of annual value, flat.",filled
jp-tokyo,tax_rate,"decimal, e.g. 0.021",0.017,,,https://www.tax.metro.tokyo.lg.jp/,2026,sourced,"1.4 percent plus 0.3 percent city planning tax. The 1.4 percent also applies to depreciable business assets, so it hits the IT gear, not just the shell.",filled
in-mumbai,tax_rate,"decimal, e.g. 0.021",,,,,,,"NOT FOUND. Target: MCGM / BMC Mumbai property tax rate on the Capital Value System for non-residential (commercial/industrial) property. Searched/attempted: (1) https://portal.mcgm.gov.in/irj/portal/anonymous/qlpropertytax and https://portal.mcgm.gov.in/irj/portal/anonymous/qlassessmentcollection - reached, but both only link onward to the citizen payment portal and publish no rate schedule; (2) https://www.mcgm.gov.in/ - reached; property tax entries link only to https://ptaxportal.mcgm.gov.in/CitizenPortal/; (3) https://ptaxportal.mcgm.gov.in/CitizenPortal/ - a JavaScript single-page application that renders no rate content to the fetcher and requires a property account to compute a bill. No published Capital Value Rules / rate-schedule document URL could be confirmed live. Web-search budget exhausted and no search engine reachable, so no alternative route to the Maharashtra gazette notification of the Capital Value Rules was available. No value written rather than guess.",gap
br-sao-paulo,tax_rate,"decimal, e.g. 0.021",0.019,0.011,0.019,https://legislacao.prefeitura.sp.gov.br/leis/lei-6989-de-29-de-dezembro-de-1966,2013,modeled,"Sao Paulo BR. THE TAX MEASURED IS IPTU (Imposto Predial e Territorial Urbano), levied on the valor venal (assessed market value) of the property. Base aliquota for built NON-RESIDENTIAL property, Lei Municipal 6.989/1966 art. 8 as amended by Lei 13.250/2001: 'O imposto calcula-se a razao de 1,5% sobre o valor venal do imovel, para imoveis construidos com utilizacao diversa da referida no artigo 7' (residential is 1.0% under art. 7). That base rate is then adjusted by the value-band desconto/acrescimo table of Lei 15.889/2013 art. 4 (https://legislacao.prefeitura.sp.gov.br/leis/lei-15889-de-05-de-novembro-de-2013), which for non-residential property reads: up to R$150,000 -0.4%; R$150,000-300,000 -0.2%; R$300,000-600,000 0.0%; R$600,000-1,200,000 +0.2%; above R$1,200,000 +0.4%. A data centre sits far above the top band, so the applicable effective aliquota = 1.5% + 0.4% = 1.9% of valor venal. Value 0.0190; low 0.0110 is the smallest-property case (1.5% - 0.4%), high 0.0190 the large-property case. Valor venal is the municipality's Planta Generica de Valores assessment, which typically runs below open-market value, so the rate on true market value is somewhat lower. last_verified is the year of the governing amending law (Lei 15.889/2013); the source pages give no tax year.",filled
mx-queretaro,tax_rate,"decimal, e.g. 0.021",,,,,,,"NOT FOUND. Target: impuesto predial tasas (al millar) for industrial property from the Ley de Ingresos del Municipio de Queretaro. Searched/attempted: (1) https://municipiodequeretaro.gob.mx/ - reached; exposes only https://municipiodequeretaro.gob.mx/pago-de-impuestos/ and http://portalfiscal.municipiodequeretaro.gob.mx; (2) https://municipiodequeretaro.gob.mx/pago-de-impuestos/ - reached, payment tools only, no rate schedule; (3) http://portalfiscal.municipiodequeretaro.gob.mx - reached, transparency portal listing actas de cabildo 2018-2022, no Ley de Ingresos rate tables; (4) https://municipiodequeretaro.gob.mx/ley-de-ingresos/ - PAGE EXISTS and is titled 'Ley de Ingresos del Municipio de Queretaro Ejercicio Fiscal 2026', but the document is delivered through a JavaScript PDF viewer ('Loading Viewer...') whose underlying PDF src is not present in the served HTML, so the tasas could not be read; (5) https://lasombradearteaga.segobqueretaro.gob.mx/ (Queretaro state official gazette) - reached, but it is a frameset with no navigable index for the fetcher. Web-search budget exhausted and no search engine reachable to locate the direct PDF. RECOMMENDATION: open https://municipiodequeretaro.gob.mx/ley-de-ingresos/ in a real browser and take the tasa al millar for predial urbano/industrial from the viewer; the effective rate will be tasa/1000 applied to the valor catastral, and the valor-catastral-to-market ratio should be stated as a further modelling step.",gap
ca-toronto,tax_rate,"decimal, e.g. 0.021",0.023,,,https://www.toronto.ca/services-payments/property-taxes-utilities/,2026,sourced,"Commercial 2.302 percent, industrial 2.417 percent. Unresolved which class MPAC assigns a data center, so note your choice.",filled
